🌍HNGD,#genre#
鳳凰香港,https://epg.pw/stream/e04b14233c7014451fd340e1c5d0cc6a7a47937fa22d135f61caa76777602bad.m3u8
鳳凰香港,https://epg.pw/stream/8352ad260441ed0064f63f7a25eb3a7268a68b391f08a345b9bdbefd51aa330f.m3u8
TVB星河,https://epg.pw/stream/eee97f3ab8d484adff720fc3c90eb1f280b02264d5d2e3971262bb416aab5767.m3u8
TVB星河,https://epg.pw/stream/186dab52eabcdf6b47765bf93dc370a250af463f1759ce68025a20c01a9ba0d8.m3u8
環球電視臺,https://epg.pw/stream/871627cefa0727603ae38287f349e796402982c186ea32bea812ef9d764c5923.m3u8
耀才財經臺,https://epg.pw/stream/dd22b2b5f1c65e8294658a1d7732d747d14e6e4e8438f8fd30f90ca318063d3d.m3u8
耀才財經臺,https://epg.pw/stream/80569330bb5aeb8688d1c55d643ba04008ed5f9313f1f012688a559d1379bb8d.m3u8
耀才財經臺,https://epg.pw/stream/89eef7f40ece15ce35ecb80e3fd18ebd67bf74d927337c8cc66fdca919d0f83b.m3u8
TVB星河台https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/playlist.m3u8
TVB星河台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB无线新闻台,http://zsntlqj.xicp.net:8896/bysid/83
香港34台全网,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
港台RTHK33HD,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
港台RTHK34HD,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
TVB星河,http://cdn8.jdshipin.com:8880/smt.php?id=Xinhe
HOY77,http://111.230.195.119:80/香蕉哥/hoy77/hls.m3u8
HOY78,http://111.230.195.119:80/香蕉哥/hoy78/hls.m3u8
TVB翡翠,http://111.230.195.119:80/香蕉哥/tvb/hls.m3u8
无线新闻台,http://888.iptv543.com/Smartv.php?id=inews_twn
VIUTV,http://888.iptv543.com/Smartv.php?id=viu1_twn
TVB星河,http://888.iptv543.com/Smartv.php?id=Xinhe
TVB星河,http://888.iptv543.com/Smartv.php?id=tvbxinhe_twn
无线娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
无线新闻,http://137.175.30.127:9080/hls/inews.m3u8
TVB无线新闻台,http://zsntlqj.xicp.net:8896/bysid/83
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港34台全网,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
港台RTHK33HD,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
港台RTHK34HD,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
成华有线,https://tv.cry33.com/cdtvflv.php?id=chyx

緯來音乐,rtmp://f13h.mine.nu/sat/tv701
緯來育樂,rtmp://220.130.201.73/sat/tv701
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
未来体育,rtmp://220.130.201.73/sat/tv721
未来体育,rtmp://f13h.mine.nu/sat/tv721
未来体育,rtmp://f13h.mine.nu/sat/tv721

WIN HD綜合,https://epg.pw/stream/beedf009af55b6adf5840ba8defe6a88bb4e1b85c6e31907f4d0c93a4d6f1d16.ctv
中視,rtmp://f13h.mine.nu/sat/tv091
八大綜合,https://epg.pw/stream/e7df67a1a8400d4741889391ccc7e8a2b3f623a4f19544ae0863ae2c184bbe2c.m3u8
東森超視,rtmp://220.130.201.73/sat/tv331
東森超視,rtmp://f13h.mine.nu/sat/tv331
華視,rtmp://f13h.mine.nu/sat/tv111
台視新聞,https://epg.pw/stream/9c01d60667916853d9729b3f653cadc718828c7976a0844bcbeb1f90d6e25212.m3u8
台視新聞,https://epg.pw/stream/44b15ebca92df287ed0eed88fef12d6bce71b47c12f848691d7c603caeb5f85b.m3u8
大立電視臺,https://epg.pw/stream/5089e07a3319b33160e486ab9c09540d8ad763339474f9c41ba8062333504b0d.m3u8
華視新聞,https://epg.pw/stream/560cc8d5097ea791bd6be2760537cd741bec683cd053cd3843a720b0a83d750b.m3u8
華視新聞,https://epg.pw/stream/f8b99b257bf091cd576d53c47b1ec64ce1dd4c56bac0098eda9068300ea86afe.m3u8
鏡新聞,https://epg.pw/stream/d0dbeb20fa9ca52ba2779ffabf00eb93f77f91b93120457bb687de3ba00ad1e2.m3u8
大愛,https://epg.pw/stream/634d66848d8e5fe80d4fb498f3de9e0a841cad38d5e9a12d8e1b4a807a7f5857.m3u8
大愛2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8
大愛2,https://epg.pw/stream/60efaf070c91949a4c4e52c9d35746ebfb99b5318b43115c15205965c5807948.m3u8
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
东森新闻美国,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台湾民视,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱二台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
半岛新闻台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8











VIP2频道_1,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日本新闻,https://n24-cdn-live.ntv.co.jp:443/ch01/high.m3u8
日本新闻,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·JobPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩·EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩·KBSWorld,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
韩·GSMyShop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8
韩·NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
韩国-KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
俄·IGITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
Самара,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8
美·NASA1,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
希·FoxTV,http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8
越·ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8
越·HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
국악방송,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
KCTV 광주,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u8
KBS World,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
KBS World,https://livecdn.fptplay.net:443/sdb/kbs_hls.smil/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8

环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8

欧洲华文教育,http://hatu-video.oss-cn-hangzhou.aliyuncs.com/live-stream/20111114W.m3u8
欧洲华文8套,https://livefr.cgtn.com/1000f/prog_index.m3u8


🌍beih ,#genre#
珠江台 高清,http://222.218.158.6:8181/tsfile/live/1000_1.m3u8?key=txiptv
广东体育 高清,http://222.218.158.6:8181/tsfile/live/1001_1.m3u8?key=txiptv
广东公共 高清,http://222.218.158.6:8181/tsfile/live/1002_1.m3u8?key=txiptv
广东科教 高清,http://222.218.158.6:8181/tsfile/live/1003_1.m3u8?key=txiptv
广东影视 高清,http://222.218.158.6:8181/tsfile/live/1004_1.m3u8?key=txiptv
广东少儿 高清,http://222.218.158.6:8181/tsfile/live/1005_1.m3u8?key=txiptv
岭南戏剧 高清,http://222.218.158.6:8181/tsfile/live/1006_1.m3u8?key=txiptv
广东新闻 高清,http://222.218.158.6:8181/tsfile/live/1007_1.m3u8?key=txiptv
广西影视 高清,http://222.218.158.6:8181/tsfile/live/1009_1.m3u8?key=txiptv
广西综艺 高清,http://222.218.158.6:8181/tsfile/live/1010_1.m3u8?key=txiptv
广西都市 高清,http://222.218.158.6:8181/tsfile/live/1011_1.m3u8?key=txiptv
广西新闻 高清,http://222.218.158.6:8181/tsfile/live/1012_1.m3u8?key=txiptv
南宁影视 高清,http://222.218.158.6:8181/tsfile/live/1013_1.m3u8?key=txiptv
南宁公共 高清,http://222.218.158.6:8181/tsfile/live/1014_1.m3u8?key=txiptv
CCTV1-综合 高清,http://222.218.158.6:8181/tsfile/live/0001_1.m3u8?key=txiptv
CCTV5+体育赛事,http://222.218.158.6:8181/tsfile/live/0016_1.m3u8?key=txiptv
CCTV2-财经 高清,http://222.218.158.6:8181/tsfile/live/0002_1.m3u8?key=txiptv
CCTV7-军农 高清,http://222.218.158.6:8181/tsfile/live/0007_1.m3u8?key=txiptv
CCTV10-科教 高清,http://222.218.158.6:8181/tsfile/live/0010_1.m3u8?key=txiptv
CCTV12-社会与法 高清,http://222.218.158.6:8181/tsfile/live/0012_1.m3u8?key=txiptv
北京卫视 高清,http://222.218.158.6:8181/tsfile/live/0122_1.m3u8?key=txiptv
东南卫视 高清,http://222.218.158.6:8181/tsfile/live/0137_1.m3u8?key=txiptv
山东卫视 高清,http://222.218.158.6:8181/tsfile/live/0131_1.m3u8?key=txiptv
江西卫视 高清,http://222.218.158.6:8181/tsfile/live/0138_1.m3u8?key=txiptv
贵州卫视 高清,http://222.218.158.6:8181/tsfile/live/0120_1.m3u8?key=txiptv
四川卫视 高清,http://222.218.158.6:8181/tsfile/live/0123_1.m3u8?key=txiptv
CCTV14-少儿 高清,http://222.218.158.6:8181/tsfile/live/0014_1.m3u8?key=txiptv
CCTV4-国际 高清,http://222.218.158.6:8181/tsfile/live/0004_1.m3u8?key=txiptv
湖南卫视 高清,http://222.218.158.6:8181/tsfile/live/0128_1.m3u8?key=txiptv
金鹰纪实 高清,http://222.218.158.6:8181/tsfile/live/1016_1.m3u8?key=txiptv
教育一套高清,http://222.218.158.6:8181/tsfile/live/1017_1.m3u8?key=txiptv
CCTV5-体育,http://222.218.158.6:8181/tsfile/live/0005_1.m3u8?key=txiptv
广西卫视 高清,http://222.218.158.6:8181/tsfile/live/0113_1.m3u8?key=txiptv
CCTV8-电视剧,http://222.218.158.6:8181/tsfile/live/0008_1.m3u8?key=txiptv
家庭影院,http://222.218.158.6:8181/tsfile/live/1018_1.m3u8?key=txiptv
动作电影 高清,http://222.218.158.6:8181/tsfile/live/1019_1.m3u8?key=txiptv
高清电影,http://222.218.158.6:8181/tsfile/live/1020_1.m3u8?key=txiptv
南宁综合 高清,http://222.218.158.6:8181/tsfile/live/0143_1.m3u8?key=txiptv
CCTV16 高清,http://222.218.158.6:8181/tsfile/live/1021_1.m3u8?key=txiptv
安徽卫视 高清,http://222.218.158.6:8181/tsfile/live/0130_1.m3u8?key=txiptv
辽宁卫视 高清,http://222.218.158.6:8181/tsfile/live/0121_1.m3u8?key=txiptv
CCTV3-综艺,http://222.218.158.6:8181/tsfile/live/0003_1.m3u8?key=txiptv
CCTV6-电影,http://222.218.158.6:8181/tsfile/live/0006_1.m3u8?key=txiptv
CCTV9-纪录,http://222.218.158.6:8181/tsfile/live/0009_1.m3u8?key=txiptv
CCTV11-戏曲,http://222.218.158.6:8181/tsfile/live/0011_1.m3u8?key=txiptv
CCTV13-新闻,http://222.218.158.6:8181/tsfile/live/0013_1.m3u8?key=txiptv
CCTV15-音乐,http://222.218.158.6:8181/tsfile/live/0015_1.m3u8?key=txiptv
CCTV17,http://222.218.158.6:8181/tsfile/live/0019_1.m3u8?key=txiptv
上海卫视,http://222.218.158.6:8181/tsfile/live/0107_1.m3u8?key=txiptv
浙江卫视,http://222.218.158.6:8181/tsfile/live/0124_1.m3u8?key=txiptv
深圳卫视,http://222.218.158.6:8181/tsfile/live/0126_1.m3u8?key=txiptv
天津卫视,http://222.218.158.6:8181/tsfile/live/0135_1.m3u8?key=txiptv
湖北卫视,http://222.218.158.6:8181/tsfile/live/0132_1.m3u8?key=txiptv
黑龙江卫视+,http://222.218.158.6:8181/tsfile/live/0143_2.m3u8?key=txiptv
广东卫视,http://222.218.158.6:8181/tsfile/live/0125_1.m3u8?key=txiptv
江苏卫视,http://222.218.158.6:8181/tsfile/live/0127_1.m3u8?key=txiptv
吉林卫视,http://222.218.158.6:8181/tsfile/live/0116_1.m3u8?key=txiptv
河北卫视,http://222.218.158.6:8181/tsfile/live/0117_1.m3u8?key=txiptv
经典电影,http://222.218.158.6:8181/tsfile/live/1008_1.m3u8?key=txiptv
甘肃卫视,http://222.218.158.6:8181/tsfile/live/0141_1.m3u8?key=txiptv
中国气象,http://222.218.158.6:8181/tsfile/live/1015_1.m3u8?key=txiptv
陕西卫视,http://222.218.158.6:8181/tsfile/live/0136_1.m3u8?key=txiptv
云南卫视,http://222.218.158.6:8181/tsfile/live/0119_1.m3u8?key=txiptv
康巴卫视,http://222.218.158.6:8181/tsfile/live/0134_1.m3u8?key=txiptv
重庆卫视,http://222.218.158.6:8181/tsfile/live/0142_1.m3u8?key=txiptv
旅游卫视,http://222.218.158.6:8181/tsfile/live/0114_1.m3u8?key=txiptv
西藏卫视,http://222.218.158.6:8181/tsfile/live/0111_1.m3u8?key=txiptv
内蒙古卫视,http://222.218.158.6:8181/tsfile/live/0109_1.m3u8?key=txiptv
兵团卫视,http://222.218.158.6:8181/tsfile/live/0115_1.m3u8?key=txiptv
青海卫视,http://222.218.158.6:8181/tsfile/live/0140_1.m3u8?key=txiptv






